id	start	end	kind	name	confidence	source	summary
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408185A8:40818943	408185A8	40818943	data_region	string_cluster 408185A8	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408189CD:40818B43	408189CD	40818B43	data_region	string_cluster 408189CD	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40818A94:40819F76	40818A94	40819F76	data_region	string_cluster 40818A94	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40818CAC:40818DEB	40818CAC	40818DEB	data_region	string_cluster 40818CAC	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40818D36	40818D36		function_candidate	fn40818D36	0.95	rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40818EF8:40819399	40818EF8	40819399	data_region	string_cluster 40818EF8	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40819290	40819290		function_candidate	fn40819290		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40819290	40819290		function_candidate	fn40819290		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408192A6	408192A6		function_candidate	fn408192A6		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408192A6	408192A6		function_candidate	fn408192A6		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408194FC:4081A1A2	408194FC	4081A1A2	data_region	string_cluster 408194FC	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408194FE	408194FE		function_candidate	fn408194FE	0.95	rom_structure_analysis	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4081A085:4081B12D	4081A085	4081B12D	data_region	string_cluster 4081A085	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4081A2A4:4081A8FE	4081A2A4	4081A8FE	data_region	string_cluster 4081A2A4	0.7	stackimport	string_cluster
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4081A47A	4081A47A		function_candidate	fn4081A47A	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4081A5D2	4081A5D2		function_candidate	fn4081A5D2		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4081AA02:4081B2D8	4081AA02	4081B2D8	data_region	string_cluster 4081AA02	0.7	stackimport	string_cluster
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4081AF32	4081AF32		function_candidate	fn4081AF32		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4081AF58	4081AF58		function_candidate	fn4081AF58		rom_structure_analysis	
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4081B26C:4081BA26	4081B26C	4081BA26	data_region	string_cluster 4081B26C	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4081B3DB:4081B44C	4081B3DB	4081B44C	data_region	string_cluster 4081B3DB	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4081B573:4081B5EB	4081B573	4081B5EB	data_region	string_cluster 4081B573	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4081B746:4081B90F	4081B746	4081B90F	data_region	string_cluster 4081B746	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4081BB48:4081C3C2	4081BB48	4081C3C2	data_region	string_cluster 4081BB48	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4081BC3C:4081C389	4081BC3C	4081C389	data_region	string_cluster 4081BC3C	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4081C4CB:4081C5BE	4081C4CB	4081C5BE	data_region	string_cluster 4081C4CB	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4081C6FD:4081C73E	4081C6FD	4081C73E	data_region	string_cluster 4081C6FD	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4081C847:4081CAAE	4081C847	4081CAAE	data_region	string_cluster 4081C847	0.7	stackimport	string_cluster
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4081C8B2:4081DB9E	4081C8B2	4081DB9E	data_region	string_cluster 4081C8B2	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4081CBD0:4081CC54	4081CBD0	4081CC54	data_region	string_cluster 4081CBD0	0.7	stackimport	string_cluster
data_region:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4081CD84:4081CFC8	4081CD84	4081CFC8	data_region	string_cluster 4081CD84	0.7	stackimport	string_cluster
